Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Popcorn Khao! Mast Ho Jao,2004,138,"Comedy, Drama, Romance",4,85,Kabir Sadanand,Akshay Kapoor,Tanishaa Mukerji,Yash Tonk
Post Box 999,1958,115,"Action, Mystery",6.4,29,Ravindra Dave,Sunil Dutt,Shakila,Leela Chitnis
Post Master,1955,128,Unknown,5.8,1938,Unknown,unknown,unknown,unknown
Poster,1984,128,Drama,5.8,1938,Vasant Josalkar,Sanjeev Mehra,Zarina Wahab,unknown
Poster Boys,2017,128,Comedy,5.4,"1,446",Shreyas Talpade,Sunny Deol,Bobby Deol,Shreyas Talpade
POV: Point of view,2017,108,"Horror, Thriller",5.8,1938,Prabhakar Jha,Murari Kumar,Sabreen Baker,Sufrat Khan
Powai,2021,128,Drama,5.8,1938,Kuldip Patel,Satyen Chaturvedi,unknown,unknown
Praana,2019,107,"Crime, Drama, Horror",8.3,793,V.K. Prakash,Nithya Menen,unknown,unknown
Prabhat,1941,128,Drama,5.8,1938,V.M. Vyas,Shanta Hublikar,Paidi Jairaj,Nazir Bedi
Prabhat,1973,120,Drama,6.9,8,Sikandar Khanna,Roopesh Kumar,Zaheeda,Jaya Kausalya
Prabhat pheri,2014,89,Documentary,6.6,7,Samarth Dixit,Jessica Sadana,unknown,unknown
Prabhu Ka Ghar,1945,128,Unknown,5.8,1938,Wajahat Mirza,Khurshid Begum,Trilok Kapoor,Sulochana Chatterjee
Prabhu Ka Pyara,1936,149,Unknown,5.8,1938,Chandulal Shah,Gohar,Raja Sandow P.K.,Eddie Billimoria
Prabhu Ki Maya,1955,128,Drama,5.8,1938,Prem Adib,Vithaldas,Mubarak,P. Kailash
Prachin Kama Sutra,2003,96,Thriller,5.8,1938,Suresh Jain,Hemant Birje,Rimpal,Bhatnagar
Pragaash,2017,72,"Documentary, Biography, Music",5.8,1938,Janmejay Singh,Zaan Khan,Neelu Kohli,Sheetal Maulik
Prague,2013,109,"Horror, Mystery, Romance",5.6,349,Ashish R. Shukla,Chandan Roy Sanyal,Arfi Lamba,Kumar Mayank
Prahaar: The Final Attack,1991,166,"Drama, Thriller, Action",8,"1,863",Subhankar Ghosh,Nana Patekar,Nana Patekar,Dimple Kapadia
Prahlad,1931,128,Unknown,5.8,1938,Priyanath N. Ganguly,unknown,unknown,unknown
Prakash Electronic,2017,126,Comedy,4.9,9,Manoj Sharma,Hrishitaa Bhatt,Vrajesh Hirjee,Manoj Joshi
Prakope,1990,128,Action,5.8,1938,Anil Mattoo,Suparna Anand,Kulbhushan Kharbanda,Suresh Oberoi
Prameela,2000,53,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Pran Jaaye Par Shaan Na Jaaye,2003,137,"Comedy, Drama",6.2,324,Sanjay Jha,Raveena Tandon,Namrata Shirodkar,Rinke Khanna
Pran Jaye Par Vachan Na Jaye,1974,128,"Action, Drama, Musical",6,19,S. Ali Raza,Sunil Dutt,Rekha,Bindu
Pranaam,2019,120,"Action, Crime, Drama",4.3,273,Sanjiv Jaiswal,Rajeev Khandelwal,Atul Kulkarni,Abhimanyu Singh
Pranali: The Tradition,2008,128,"Crime, Drama",6,37,Hridesh Kamble,Nargis Bagheri,Upendra Limaye,Sudha Chandran
Prarabdh,1987,145,Drama,5.8,1938,Pravat Rout,Man Singh,Twinkle Patel,Hirdeyjeet Jarnail
Prarambh,2004,83,Drama,6.8,21,Kumar Dave,Mukesh S. Bhatt,Singh Bhupesh,Shama Deshpande
Prarthana,1943,128,Drama,5.8,1938,Sarvottam Badami,Sabita Devi,Motilal,Jehanara Kajjan
Prarthana,1969,128,Unknown,5.8,1938,Vasant Joglekar,Abhi Bhattacharya,Dhumal,Jankidas
Prashna Chinnha,2001,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Prassthanam,2019,141,"Action, Drama",5.9,"1,265",Deva Katta,Sanjay Dutt,Jackie Shroff,Ali Fazal
Prateeksha,1993,128,"Action, Crime",5.2,32,Lawrence D'Souza,Jeetendra,Moushumi Chatterjee,Vinod Mehra
Prateeksha,2006,150,Romance,5.5,47,Basu Chatterjee,Jimmy Sheirgill,Dia Mirza,Anupam Kher
Pratha,2002,128,"Action, Drama, Thriller",6.2,34,Raja Bundela,Deepak Bandhu,Irrfan Khan,Ashney Shroff
Prathap,1993,128,Action,5.8,1938,Kushboo,Arjun Sarja,unknown,unknown
Pratibad,1948,128,Unknown,5.8,1938,Hemchandra Chunder,Bharati Devi,Sumitra Devi,Paul Mahendra
Pratibandh,1990,159,"Action, Drama",6,128,Ravi Raja Pinisetty,Chiranjeevi,Juhi Chawla,Rami Reddy
Pratibha,1937,129,"Crime, Drama, Musical",5.8,1938,Baburao Painter,Durga Khote,Keshavrao Date,Heera
Pratibha,1984,128,Drama,5.8,1938,Chiranjeet Dhawan,Raja Bundela,Dilip Dhawan,Benjamin Gilani
Pratibimbo,2020,21,"Crime, Drama, Mystery",7.8,8,Yogesh Ingole,Moumita Goswami,Priyanka Karkera,Abhishail Kharote
Pratichhaya,1987,128,Thriller,5.8,1938,Mukesh Jadhav,Rahul Dev,Zenia Starr,Makrand Deshpande
Pratidhwani,1993,128,Action,5,7,Kodanda Rami Reddy A.,Venkatesh Daggubati,Charu Haasan,Charan Raj
Pratiggya,1943,128,Unknown,5.8,1938,Nandlal Jaswantlal,Meena Kumari,unknown,unknown
Pratiggya,1975,128,"Action, Comedy, Drama",7.2,295,Dulal Guha,Dharmendra,Hema Malini,Ajit
Pratighaat,1987,164,"Action, Crime, Drama",7,71,N. Chandra,Sujata Mehta,Arvind Kumar,Charan Raj
Pratigyabadh,1991,125,Drama,5.5,37,Ravi Chopra,Asrani,Beena Banerjee,Mithun Chakraborty
Pratikar,1991,150,"Action, Crime, Drama",4.9,105,Rama Rao Tatineni,Rakhee Gulzar,Anil Kapoor,Madhuri Dixit
Pratima,1936,128,Unknown,5.8,1938,Ram Daryani,Sardar Akhtar,Indurani,Nazir
Pratima,1945,128,Drama,6.2,13,Paidi Jairaj,Dilip Kumar,Mukri,unknown
Pratima Aur Payal,1977,128,Musical,5.8,1938,Sharan Agarwal,Rita Bhaduri,Sachin Pilgaonkar,Sarika
Pratimurti,1993,128,Unknown,5.8,1938,Bimal Dutta,Rakhee Gulzar,Rajendra Gupta,Sadhu Meher
Pratisaad: The Response,2010,126,"Biography, Drama",7.4,24,Yogesh Dattatraya Gosavi,Sandeep Kulkarni,Kishore Kadam,Neelam Shirke
Pratishodh,1981,121,Drama,6.5,18,Sukhen Das,Uttam Kumar,Soumitra Chatterjee,Sabitri Chatterjee
Pratishodh,1980,109,Unknown,5.8,1938,I.V. Sasi,Jayabharati,Madhu,Sharada
Pratyaghat,1994,125,Musical,6.7,11,Santanu Bhowmick,Prasenjit Chatterjee,Indrani Dutta,Shakti Kapoor
Pravaasi,2005,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pravaasi Mandir,2002,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pravesh Nishedh,2000,128,Thriller,5.8,1938,Baby Lona,Lakshmi Raj,unknown,unknown
Prayaas,1996,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Prayashchit,1977,128,Drama,5.8,1938,Kamal Majumdar,Ashok Kumar,Mala Sinha,Nanda
Prayashchit,1992,128,Drama,5.8,1938,Kuldeep Bakshi,Ajay,Surendra Gupta,Navni Parihar
Preet,1945,128,Unknown,5.8,1938,Ram Daryani,unknown,unknown,unknown
Preet Ki Dori,1971,128,"Action, Drama, Romance",5.8,6,Satish Kumar,Parikshit Sahni,Tanuja,Bindu
Preet Na Jane Reet,1966,128,Romance,6.5,28,S. Bannerjee,Shammi Kapoor,Saroja Devi B.,Nasir Hussain
Preet Na Jane Reet,1984,128,Unknown,5.8,1938,Shama Kakkar,Bharat Bhushan,Bharat Kapoor,Lalit Kohli
Preetam,1971,137,"Comedy, Romance",6.2,27,Bhappi Sonie,Shammi Kapoor,Leena Chandavarkar,Helen
Preetam,1942,128,Unknown,5.8,1938,Ghulam Rasool,unknown,unknown,unknown
Preetam More Ganga Teere,1985,128,Romance,5.8,1938,Durga Prasad,Jayshree T.,unknown,unknown
Preeti,1986,128,Drama,5.8,1938,Saawan Kumar Tak,Chaman Bagga,Prem Chopra,Jugnu
Prem,1995,167,"Action, Drama, Romance",4.1,220,Satish Kaushik,Sanjay Kapoor,Tabu,Deepak Tijori
Prem Aggan,1998,168,"Drama, Romance",1.7,544,Feroz Khan,Fardeen Khan,Meghna Kothari,Sameer Malhotra
Prem Aur Vasna,1981,128,Romance,5.8,1938,S.R. Puttana Kanagal,Chandrasekhar,Jayant,unknown
Prem Bandhan,1936,128,Unknown,5.8,1938,Ramnik Desai,C.N. Lala,Sardar Akhtar,Panna Rani
Prem Bandhan,1979,128,"Adventure, Drama, Romance",6.6,37,Ramanand Sagar,Rajesh Khanna,Rekha,Moushumi Chatterjee
Prem Chakori,2002,82,Thriller,5.8,1938,Roshini,Shakeela,Sharmily,unknown
Prem Daan,1992,128,Romance,8,13,Saawan Kumar Tak,Nitish Bharadwaj,Kushboo,Abhinav Chaturvedi
Prem Deewane,1992,160,"Action, Comedy, Drama",5.2,220,Sachin Pilgaonkar,Sachin,Pooja Bhatt,Bharat Bhushan
Prem Geet,1981,150,Romance,7.7,67,Sudesh Issar,Raj Babbar,Anita Raj,Rajni Sharma
Prem Hatya,2001,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Prem Ishq Love,1995,128,Romance,5.8,1938,Aftaab Khan,unknown,unknown,unknown
Prem Jaal,2001,128,Thriller,5.8,1938,Boopathi,Anil Soni,unknown,unknown
Prem Jung,1991,128,Action,6.5,6,S.V. Rajendra Singh Babu,Amala Akkineni,Nagarjuna Akkineni,Mohan Babu
Prem Jyoti,1985,128,Romance,4.9,8,Krishna Ghattamaneni,Sridevi,unknown,unknown
Prem Ka Nasha,1933,128,Unknown,5.8,1938,Abdul Rehman Kabuli,Jehanara Kajjan,Keravala,unknown
Prem Kaa Game,2010,128,"Comedy, Drama",3.4,218,Ashok Kheny,Arbaaz Khan,Madhuri Bhattacharya,Tara Sharma
Prem Kahani,1937,87,"Drama, Family, Romance",5.9,12,Franz Osten,Ashok Kumar,N.M. Joshi,Bilqis
Prem Kahani,1975,149,"Drama, Musical, Romance",6.6,150,Raj Khosla,Rajesh Khanna,Shashi Kapoor,Mumtaz
Prem Ki Aag,1936,128,Drama,5.8,1938,M.L. Kapoor,Mukhtar Begum,Husn Banu,Bhai Desa
Prem Ki Devi,1936,128,Unknown,5.8,1938,Keravala,unknown,unknown,unknown
Prem Ki Duniya,1946,128,Unknown,5.8,1938,Jyotish Bannerjee,Alaknanda,Chhabi Biswas,Ahindra Choudhury
Prem Ki Ganga,1971,128,Romance,5.8,1938,Kalyani,Ajay Kumar,Manish,Kamal Mishra
Prem Ki Jyot,1939,128,Unknown,5.8,1938,Gunjal,Eddie Billimoria,unknown,unknown
Prem Ki Ragni,1935,128,Unknown,5.8,1938,Surajram,unknown,unknown,unknown
Prem Laksha,1936,128,Unknown,5.8,1938,Vimala Vasishta,unknown,unknown,unknown
Prem Mayee,2012,130,Drama,5.8,1938,Shekhar S. Jha,Auroshika Dey,Saini S. Johray,Yatin Karyekar
Prem Milan,2005,128,Thriller,5.8,1938,Mannan A. Gada,Reena Kapoor,Amit Pachori,Urmila
Prem Nagar,1940,128,Romance,5.8,1938,Mohan Dayaram Bhavnani,Gulzar,unknown,unknown
Prem Nagar,1974,200,"Drama, Musical, Romance",6.3,114,K.S. Prakash Rao,Rajesh Khanna,Hema Malini,Prem Chopra
Prem Paigham,1989,128,Romance,5.8,1938,Navin Kumar,Birbal,Deepika Chikhalia,Tina Ghai
Prem Pariksha,1934,128,Unknown,5.8,1938,Baburao Pendharkar,unknown,unknown,unknown
Prem Parvat,1973,128,"Drama, Romance",6,8,Ved Rahi,Birbal,Hiralal,Satish Kaul
Prem Path,1994,128,Romance,5.8,1938,Sudha Rani,Shashikumar,unknown,unknown
Prem Patra,1962,157,"Drama, Romance",7.6,68,Bimal Roy,Sadhana,Shashi Kapoor,Seema Deo
Prem Pratigyaa,1989,156,"Drama, Romance",5.9,230,Bapu,Mithun Chakraborty,Madhuri Dixit,Vinod Mehra
Prem Pujaari,1935,128,Drama,5.8,1938,Rafiq Rizvi,Alaknanda,Rafiq Ghaznavi,Keshavaro Mongle
Prem Pujari,1970,192,"Action, Drama, Musical",6.9,212,Dev Anand,Dev Anand,Waheeda Rehman,Shatrughan Sinha
Prem Qaidi,1991,156,"Action, Romance",2.1,153,K. Muralimohana Rao,Karisma Kapoor,Harish,Shafi Inamdar
Prem Rahasya,1981,128,Romance,5.8,1938,Adoor Bhasi,Krishna Chandran,Jayabharati,K.P.A.C. Lalitha
Prem Ratan Dhan Payo,2015,164,"Action, Drama, Musical",4.4,"19,913",Sooraj R. Barjatya,Salman Khan,Sonam Kapoor,Neil Nitin Mukesh
Prem Ratri,1936,128,Unknown,5.8,1938,Dwarka Khosla,Hari Shivdasani,unknown,unknown
Prem Rog,1982,183,"Drama, Musical, Romance",7.2,913,Raj Kapoor,Shammi Kapoor,Nanda,Tanuja
Prem Sagar,1939,128,Unknown,5.8,1938,Narottam Vyas,Varalakshmi S.,Paresh Bannerjee,Koklia
Prem Sakshi,2004,128,Romance,5.8,1938,Nutan Jayant,Madhu Kambikar,Nilu Phule,unknown
Prem Samadhi,1938,128,Unknown,5.8,1938,Khurshid Begum,unknown,unknown,unknown
Prem Sandesh,1988,128,Romance,5.8,1938,S.M. Sagar,Rakesh Bedi,Mumtaz Begum,Master Bhagwan
Prem Sangeet,1943,128,Unknown,5.8,1938,W.Z. Ahmed,Paidi Jairaj,Neena,unknown
Prem Sanghat,1994,128,Musical,5.8,1938,Santanu Bhowmick,unknown,unknown,unknown
Prem Shakti,1994,128,"Action, Drama, Fantasy",3.9,81,Shibu Mitra,Govinda,Karisma Kapoor,Shakti Kapoor
Prem Shastra,1974,102,"Drama, Romance",6.5,55,B.R. Ishara,Dev Anand,Zeenat Aman,Bindu
Prem Shastra,1999,128,Romance,5.8,1938,Anil Dhanda,Neeraj Bharadwaj,Mahesh Gupta,Jhony Nirmal
Prem Sutra,2005,88,Thriller,5.8,1938,Chandni Gupta,Chandni Gupta,Amit Pachori,Aman Sagar
Prem Tapasya,1983,137,"Drama, Romance",6.1,25,Narayana Rao Dasari,Jeetendra,Rekha,Reena Roy
Prem Tapasya,2002,105,Thriller,5.8,1938,Sunny Kapoor,Chandni Gupta,Shabnam Raza,Sapna Sappu
Prem Vasna,2003,113,"Drama, Romance, Thriller",5.8,1938,S. Prasad,Birbal,Anil Dhawan,Reena Kapoor
Prem Vivah,1979,128,"Drama, Family",6,24,Basu Chatterjee,Asha Parekh,Harish Bhimani,Mithun Chakraborty
Prem Yog,1994,148,"Drama, Family",6.1,65,Rajeev Kumar,Rishi Kapoor,Madhoo,Shammi Kapoor
Prem Yudh,1985,128,Romance,5.8,1938,S.V. Rajendra Singh Babu,Ambika,Ravi Chandra,Sheetal
Prema Sikharam,1992,128,"Comedy, Drama, Family",5.6,7,Satya Gopal Bhatnagar,C. Arunpandian,Brahmanandam,Uttej
Premaatur,2021,109,"Horror, Romance, Thriller",5.8,1938,Sumit Sagar,Prashant Walde,Heta Shah,Kalyani Kumari
Premante Idera,1998,128,"Romance, Drama",6.6,254,Jayant Paranji,Venkatesh Daggubati,Preity Zinta,Sivaji Raja
Prematho Raa,2001,128,Romance,5.1,107,Uday Shankar,Venkatesh Daggubati,Simran,Isha Koppikar
PremGranth,1996,156,"Action, Drama, Musical",5.7,425,Rajiv Kapoor,Shammi Kapoor,Rishi Kapoor,Madhuri Dixit
Premi,2005,128,Romance,5.8,1938,Bhargavaram,Raks Jitender,unknown,unknown
Premi Gangaram,1978,128,Romance,5.8,1938,Jagdish Nirula,Yogeeta Bali,Bindu,I.S. Johar
Premi Pagal,1933,128,Unknown,5.8,1938,Ezra Mir,Noor Mohammad Charlie,Khatun,unknown
Premika,1980,128,Romance,5.8,1938,Brij Katyal,Vinod Mehra,Usha Solanki,Usha Joshi
Premras,2001,128,Romance,5.8,1938,Anjalini,Mahesh Raaj,Rajeev Raj,unknown
Prerana,1984,128,Romance,5.8,1938,Moti Sagar,Moti Sagar,Kiran Juneja,Manmohan Krishna
President,1937,128,Unknown,5.8,1938,Nitin Bose,Kamaleshkumari,K.L. Saigal,Leela Desai
Pret Atma,1997,114,Horror,3.5,6,R. Mittal,Rajesh Mittal,Birbal,Anil Dhawan
Pride and Honour,2004,162,"Action, Crime, Drama",5.5,"3,711",Puneet Issar,Salman Khan,Shilpa Shetty Kundra,Arbaaz Khan
Prince,1969,128,"Musical, Romance",7.1,146,Lekh Tandon,Shammi Kapoor,Vyjayanthimala,Rajendranath Malhotra
Prince,2010,138,"Action, Sci-Fi, Thriller",4.2,"2,001",Kookie Gulati,Vivek Oberoi,Isaiah,Aruna Shields
Prince Vaali,2011,175,"Action, Adventure, Fantasy",5.8,11,Shiva Thejus,Daiana Menezes,unknown,unknown
Princess Saba,1958,128,Action,5.8,"1,938",R.K. Rehman,Kamran,Nazima,unknown
Prisoner of Golconda,1954,128,Fantasy,5.8,1938,Prem Nath,Prem Nath,Bina Rai,Rajendranath Malhotra
Prisoners of Conscience,1978,45,Documentary,7,32,Anand Patwardhan,unknown,unknown,unknown
Pritam,1942,128,Unknown,5.8,1938,Mohan Sinha,Maya Banerjee,Shyam Sunder,Shanti
Prithipal Singh,2015,128,Biography,5.8,1938,Babita Puri,Vikas Kumar,Anjali Patil,Deepak Sandhu
Prithvi,1997,136,"Action, Mystery, Thriller",4.4,108,Nitin Manmohan,Sunil Shetty,Shilpa Shetty Kundra,Suresh Oberoi
Prithvi Putra,1938,128,Unknown,5.8,1938,Jayant Desai,Eddie Billimoria,unknown,unknown
Prithvi Vallabh,1943,121,Drama,7.7,27,Sohrab Modi,Sadiq Ali,Durga Khote,Leela Mishra
Prithviraj,2021,128,"Action, Drama, History",5.8,1938,Chandra Prakash Dwivedi,Deependra Singh,Nikkita Chadha,Akshay Kumar
Prithviraj Samyogita,1946,128,Unknown,5.8,1938,Najam Naqvi,Prithviraj Kapoor,unknown,unknown
Prithviraj Sanyogita,1933,128,Unknown,5.8,1938,Ghaznavi,unknown,unknown,unknown
Priti the dark shadow of society,2021,101,Family,5.8,1938,Arjun Mahadev Vriti,Mohammad Ishtiyaq Mi Ishu Boy,Harish Gupta,Ayushi Chatterjee
Private Detective,1962,128,Thriller,5.8,1938,A. Shamsheer,Naazi,Samar Roy,Heera Sawant
Private Detective: Two Plus Two Plus One,1997,130,Mystery,5.8,63,Rajat Kapoor,Naseeruddin Shah,Shambhavi Kaul,Irrfan Khan
Private Life,1983,128,Drama,5.8,1938,B.K. Adarsh,Jaymala Adarsh,Ramesh Tiwari,Shrikant Moghe
Private Secretary,1962,128,"Drama, Family",5.4,5,Chandra,Ashok Kumar,Jayshree Gadkar,Raja Gosavi
Private Teacher,2016,109,Romance,5.8,1938,Satyam Chauhan,Gayatri Singh,Rachna Soni,Rachna Thakur
Priya,1970,128,Drama,6.2,5,Govind Saraiya,Sanjeev Kumar,Tanuja,Agha
Priya: The Charming Girl of India,2019,128,Romance,4,6,Jay Kumar,Madhu Roy,Ekaterina Antonova,Tatyana Melnikova
Priyanka,1994,135,Unknown,5.7,27,Viji Chandrashekhar,Delhi Ganesh,Anuradha Hasan,Jaishankar
Priyasakhi,2005,157,"Drama, Family, Romance",4.6,153,K.S. Adiyaman,Sanjay Singh,Madhavan,Sada
Priyatama,1978,120,"Comedy, Drama, Romance",6.7,51,Basu Chatterjee,Jeetendra,Neetu Singh,Rakesh Roshan
Procession of Memories,1973,164,"Action, Drama, Musical",7.4,"1,917",Nasir Hussain,Dharmendra,Zeenat Aman,Vijay Arora
Professor,1962,166,"Comedy, Drama, Musical",7,248,Lekh Tandon,Shammi Kapoor,Lalita Pawar,Parveen Choudhary
Professor and Jadugar,1968,155,Unknown,5.8,1938,Sultan,Indira Bansal,Khurshid Bawra,Dalpat
Professor Ki Padosan,1994,138,Comedy,6.2,69,Shantilal Soni,Ravi Tandon,Sanjeev Kumar,Padmini Kolhapure
Professor Pyarelal,1981,133,"Action, Crime, Thriller",6.6,103,Brij,Zeenat Aman,Master Bhagwan,Brahmachari
Professor Waman M. Sc.,1938,128,Sci-Fi,5.8,1938,Manibhai Vyas,Eddie Billimoria,Mazhar Khan,Sunita
Professor X,1966,128,Fantasy,5.8,1938,Bela Bose,Vijaya Choudhury,Hiralal,Nazir Kashmiri
Project Kahuta,2021,82,"Biography, History, Thriller",5.8,1938,Ankur Pajni,Manjari Fadnnis,Vinay Pathak,Ayushi Gupta
Project Marathwada,2016,110,Drama,6.4,77,Bhavin Wadia,Om Puri,Seema Biswas,Govind Namdeo
Project No.1,1998,128,Drama,5.8,1938,Sheela Gaud,Damandeep,Shitul Gaud,unknown
Project Papa,2018,97,Drama,6.6,27,Kanika Batra,Kanika Batra,Rakesh Batra,Rajit Kapoor
Psychedelhi,2017,135,Drama,5.8,1938,Surya Shankar,Vipin Bharadwaj,unknown,unknown
Psycho Raman,2016,133,"Crime, Drama, Thriller",7.4,"13,418",Anurag Kashyap,Nawazuddin Siddiqui,Vicky Kaushal,Sobhita Dhulipala
Pucca Badmaash,1991,128,Action,5.8,1938,A. Salaam,Kiran Juneja,Amjad Khan,Suresh Oberoi
Puchki Das,1987,128,"Drama, Fantasy, Romance",5.8,1938,Nikunj Rathod,unknown,unknown,unknown
Pudhiya Geethai,2003,140,"Action, Drama, Romance",4.7,"1,229",Jagan,Joseph Vijay,Meera Jasmine,Ameesha Patel
Pugree,1948,128,Comedy,5.8,1938,Anant Thakur,Amar,Ram Avtar,Chopra
Pujari,1946,128,Unknown,5.8,1938,Aspi Irani,Bipin Gupta,Madhubala,Masood
Pujarin,1969,128,Unknown,5.8,1938,Dhirubhai Desai,Vijay Dutt,Sadhana Khote,Niranjan Sharma
Pujarin,1936,137,Unknown,5.8,1938,Prafulla Roy,K.L. Saigal,Chandrabati Devi,Pahadi Sanyal
Pujarini,1935,128,Unknown,5.8,1938,Nandlal Jaswantlal,Dinshaw Bilimoria,Jamshedji,Jillo
Pukar,1983,161,"Action, Drama, Musical",6,316,Ramesh Behl,Amitabh Bachchan,Zeenat Aman,Randhir Kapoor
Puli Bebbuli,1983,149,"Action, Family, Drama",6.3,15,K.S.R. Das,Krishnamraju,Chiranjeevi,Jaya Prada
Pump Up the Mandali,2010,128,"Comedy, Drama, Music",5.8,1938,Monti Issar,Azahr Adam,Rashmi Agarwal,Anandi lal Amin
Pumpapur Ki Ramleela,2015,128,Drama,5.8,1938,Manoj Sati,Seema Biswas,Gulshan Grover,Eijaz Khan
Punar Milan,1940,128,"Drama, Romance",5.8,1938,Najam Naqvi,Devika Rani,Snehprabha,Kishore Sahu
Punar Milan,1964,128,Drama,6,7,Ravindra Dave,Ameeta,Mumtaz Begum,Leela Chitnis
Punarjanma,1938,128,Unknown,5.8,1938,Jeevan,Jal Merchant,unknown,unknown
Punches n Ponytails,2008,74,Documentary,5.8,1938,Pankaj Rishi Kumar,unknown,unknown,unknown
Pune tc,2012,128,Comedy,5.8,1938,Abhijeet Choudhary,Sulagna Chatterjee,Abhijeet Choudary,Dhanashree Heblikar
Punjab Ka Sinh,1936,128,Unknown,5.8,1938,Kanjibhai Rathod,Gulab,unknown,unknown
Punjab Lancers,1937,128,Unknown,5.8,1938,N.G. Devare,Homi Master,unknown,unknown
Punjab Mail,1939,128,Unknown,5.8,1938,Homi Wadia,Fearless Nadia,unknown,unknown
Punnagai Mannan,1986,153,"Comedy, Drama, Romance",7.8,830,K. Balachander,Kamal Haasan,Revathi,Rekha
Punnami Nagu,2009,128,"Adventure, Drama, Fantasy",4.3,6,A. Kodandarami Reddy,Mumait Khan,Nalini,Suhasini
Purab Aur Pachhim,1970,142,"Drama, Romance",7.4,863,Manoj Kumar,Ashok Kumar,Saira Banu,Manoj Kumar
Purab Ki Laila Paschim Ka Chaila: Hello India,1987,128,Unknown,5.8,1938,Amrish Puri,Aruna Irani,Padmini Kapila,Udita Goswami
Puran Bhagat,1933,159,Unknown,6.5,10,Debaki Bose,Choudhury Mohammed Rafiq,M. Kumar,Anwari
Purana Mandir,1984,144,"Comedy, Drama, Horror",6.4,492,Shyam Ramsay,Tulsi Ramsay,Mohnish Bahl,Arti Gupta
Purana Purush,1978,136,"Action, Adventure, Comedy",8.4,34,G.S. Murthy,Prabhakar,Manohar,Anamika
Purani Haveli,1989,139,Horror,5.2,250,Shyam Ramsay,Tulsi Ramsay,Deepak Parashar,Amita Nangia
Purani Jeans,2014,137,"Drama, Romance",6.3,762,Tanushri Chattrji Bassu,Tanuj Virwani,Izabelle Leite,Aditya Seal
Purani Kabar,1998,128,Horror,4.6,12,Rajeev Raj,Mohini,Mohan Joshi,Jack Gaud
Purani Pehchan,1971,128,Drama,5.8,1938,Kewal Misra,Sanjeev Kumar,Tanuja,Bela Bose
Puraskar,1970,128,"Action, Comedy, Crime",4.6,8,Ram Kumar,Joy Mukherjee,Sapana,Helen
Puraskar,1948,128,Drama,5.8,1938,T.R. Sundaram,unknown,unknown,unknown
Puratchi Thalaivi,2021,128,Biography,5.8,1938,Bharathiraja,Anushka Shetty,unknown,unknown
Purdah,2018,71,"Documentary, Drama, Sport",8.1,276,Jeremy Guy,unknown,unknown,unknown
Purna Satya,1997,128,Action,5.8,1938,Aroskar,Ishrat Ali,Kishore Anand Bhanushali,Anant Jog
Purnima,1965,120,"Family, Romance",6.5,41,Narendra Suri,Dharmendra,Meena Kumari,Mehmood
Purush- Freedom of Choice,2018,128,Comedy,5.8,1938,Tarun Datta,Raja Chaudhary,Sachin Datta,Tarun Datta
Pushkar Puran,2017,100,Documentary,6.5,22,Kamal Swaroop,unknown,unknown,unknown
Pushpa,2021,128,"Action, Drama, Thriller",5.8,1938,Sukumar,Allu Arjun,Fahadh Faasil,Rashmika Mandanna
Pushpanjali,1970,128,"Drama, Family",7.1,9,Kishore Sahu,Sanjay Khan,Naina Sahu,Kishore Sahu
Pushpasaram,2001,128,Unknown,5.8,1938,Jayadevan,Rajkumar,Shakeela,Sindhu
Pustak,2017,68,Drama,5.8,1938,Swadhaa R Singh,Arun Shekhar,unknown,unknown
Putlibai,1999,128,"Action, Drama, Thriller",5.8,1938,Yash Chouhan,Rajesh Bakshi,Lekha Govil,Raj Kiran
Putlibai,1972,128,Action,5.8,1938,Ashok Roy,Chandrashekhar,Sujit Kumar,Jaya Mala
Pyaar,1940,128,Unknown,5.8,1938,Dhirubhai Desai,Anwari,Ishwarlal,unknown
Pyaar Banam Khap Panchayat,2020,118,Drama,5.8,1938,Shambhu Purohit,Manoj Pandit,Manoj Bakshi,Donal Bisht
Pyaar Bina Jag Soona,1985,128,Romance,5.8,1938,Surendra Sinha,Shoma Anand,Arun Govil,Kalpana Iyer
Pyaar Diwana,1972,135,Comedy,5.9,15,Samar Chatterjee,Kishore Kumar,Mumtaz,Padma Khanna
Pyaar Diwana Hota Hai,2002,148,"Comedy, Drama, Romance",3.9,335,Rani Mukerji,Govinda,Om Puri,Laxmikant Berde
Pyaar Hawas Dhoka,2015,109,"Romance, Thriller",5.8,1938,M. Irfan,Ruby Ahmed,Vijay Bhaskar,Imtiaz Sultan
Pyaar Impossible!,2010,140,"Comedy, Romance",4.6,"3,023",Jugal Hansraj,Priyanka Chopra Jonas,Anupam Kher,Uday Chopra
Pyaar Ishq Aur Mohabbat,2001,128,"Drama, Musical, Romance",4,587,Rajiv Rai,Arjun Rampal,Kirti Reddy,Sunil Shetty
Pyaar Ka Aachar,1987,128,Comedy,5.8,1938,Navneet Saini,unknown,unknown,unknown
